english,tag,definition
stepbrother,noun,the son from an earlier marriage or relationship of your stepmother or stepfather
stepchild,noun,a child that your husband or wife has from an earlier marriage or relationship with another person 
stepdad,noun,a man who is the husband or partner of your mother but who is not your birth father
stepdaughter,noun,a daughter that your husband or wife has from an earlier marriage or relationship with another person
stepfamily,noun,the family that is formed when somebody marries a person who already has children
stepfather,noun,a man who is the husband or partner of your mother but who is not your birth father
stepmother,noun,a woman who is the wife or partner of your father but who is not your birth mother
stepmum,noun,a woman who is the wife or partner of your father but who is not your birth mother
stepsister,noun,the daughter from an earlier marriage or relationship of your stepmother or stepfather
stepson,noun,a son that your husband or wife has from an earlier marriage or relationship with another person
stereo,noun,"1. the system for playing recorded music, speech, etc. in which the sound is directed through two channels 2. a machine that plays CDs, etc., sometimes with a radio, that has two separate speakers so that you hear different sounds from each"
sticky,adjective,1. made of or covered in a substance that sticks to things that touch it 2. with glue (= a sticky substance) on one side so that you can stick it to a surface
stiff,adjective,"1. difficult to bend or move 2. when a person or a part of their body is stiff, their muscles hurt when they move them"
stimulate,verb,1. to make something develop or become more active; to encourage something 2. to make somebody interested and excited about something 3. to make a part of the body function
sting,verb,"1. to touch your skin or make a very small hole in it so that you feel a sharp pain 2. to feel, or to make somebody feel, a sharp pain in a part of their body"
